팜맵고유번호, 영상촬영년도, PNU지번코드, 법정읍면동코드, 법정읍면동명, 변경구분코드, 변경구분명, 지번, 판독코드, 판독명, 판독영상구분코드, 판독영상구분명, 판독입력일자, 갱신이력코드, 갱신이력명, 도엽번호
05593223, 2017, 2915511600108650000, 29155116, 구소동, 01, 유지, 865답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593224, 2017, 2915511600108680000, 29155116, 구소동, 01, 유지, 868답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593230, 2017, 2915511600108700000, 29155116, 구소동, 01, 유지, 870답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593229, 2017, 2915511600108720000, 29155116, 구소동, 01, 유지, 872답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05593228, 2017, 2915511600108730000, 29155116, 구소동, 01, 유지, 873답, 01, 논, 01, 항공영상, 20181130, , , 35616073
05592274, 2017, 2915511700100720001, 29155117, 양촌동, 01, 유지, 72-1 답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591879, 2017, 2915511700102310001, 29155117, 양촌동, 01, 유지, 231-1답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591875, 2017, 2915511700102310004, 29155117, 양촌동, 01, 유지, 231-4답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591877, 2017, 2915511700102310005, 29155117, 양촌동, 01, 유지, 231-5답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591876, 2017, 2915511700102310006, 29155117, 양촌동, 01, 유지, 231-6답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591872, 2017, 2915511700102330001, 29155117, 양촌동, 01, 유지, 233-1답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591871, 2017, 2915511700102330002, 29155117, 양촌동, 01, 유지, 233-2답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591870, 2017, 2915511700102330003, 29155117, 양촌동, 01, 유지, 233-3답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591869, 2017, 2915511700102330004, 29155117, 양촌동, 01, 유지, 233-4답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591868, 2017, 2915511700102330005, 29155117, 양촌동, 01, 유지, 233-5답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591866, 2017, 2915511700102330007, 29155117, 양촌동, 01, 유지, 233-7답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591867, 2017, 2915511700102330008, 29155117, 양촌동, 01, 유지, 233-8답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591844, 2017, 2915511700102340005, 29155117, 양촌동, 01, 유지, 234-5답, 01, 논, 01, 항공영상, 20181130, , , 35616072
05591843, 2017, 2915511700102340006, 29155117, 양촌동, 01, 유지, 234-6답, 01, 논, 01, 항공영상, 20181130, , , 35616072
