팜맵고유번호, 영상촬영년도, PNU지번코드, 법정읍면동코드, 법정읍면동명, 변경구분코드, 변경구분명, 지번, 판독코드, 판독명, 판독영상구분코드, 판독영상구분명, 판독입력일자, 갱신이력코드, 갱신이력명, 도엽번호
05589963, 2017, 2914011700100080003, 29140117, 덕흥동, 01, 유지, 8-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589962, 2017, 2914011700100080004, 29140117, 덕흥동, 01, 유지, 8-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05588027, 2017, 2914011700100080005, 29140117, 덕흥동, 01, 유지, 8-5답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589945, 2017, 2914011700100090001, 29140117, 덕흥동, 01, 유지, 9-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589943, 2017, 2914011700100090004, 29140117, 덕흥동, 01, 유지, 9-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589942, 2017, 2914011700100090005, 29140117, 덕흥동, 01, 유지, 9-5답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589918, 2017, 2914011700100100001, 29140117, 덕흥동, 01, 유지, 10-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589919, 2017, 2914011700100100002, 29140117, 덕흥동, 01, 유지, 10-2답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589921, 2017, 2914011700100100003, 29140117, 덕흥동, 01, 유지, 10-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589920, 2017, 2914011700100100004, 29140117, 덕흥동, 01, 유지, 10-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589917, 2017, 2914011700100100005, 29140117, 덕흥동, 01, 유지, 10-5답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589915, 2017, 2914011700100100007, 29140117, 덕흥동, 01, 유지, 10-7답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589914, 2017, 2914011700100100010, 29140117, 덕흥동, 01, 유지, 10-10답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589866, 2017, 2914011700100110001, 29140117, 덕흥동, 01, 유지, 11-1답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05573072, 2017, 2914011700100110003, 29140117, 덕흥동, 01, 유지, 11-3답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589871, 2017, 2914011700100110004, 29140117, 덕흥동, 01, 유지, 11-4답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589872, 2017, 2914011700100110006, 29140117, 덕흥동, 01, 유지, 11-6답, 01, 논, 01, 항공영상, 20181130, , , 35616034
05589870, 2017, 2914011700100110009, 29140117, 덕흥동, 01, 유지, 11-9답, 01, 논, 01, 항공영상, 20181130, , , 35616034
